categorie,source,titre,date_publication,lien,pertinent,resume_ia
Sport,Le Monde - Sport,US Open : Aryna Sabalenka en finale contre Elena Rybakina avec l’objectif d’un troisième sacre de rang à New York,"Fri, 11 Sep 2026 06:08:45 +0200",https://www.lemonde.fr/sport/article/2026/09/11/us-open-aryna-sabalenka-en-finale-contre-elena-rybakina-avec-l-objectif-d-un-troisieme-sacre-de-rang-a-new-york_6770327_3242.html,True,"Aryna Sabalenka affrontera Elena Rybakina en finale de l'US Open, avec l'opportunité de remporter un troisième titre consécutif à New York. Cet affrontement entre deux des meilleures joueuses mondiales s'annonce comme l'un des grands événements tennistiques de l'année. L'enjeu est majeur pour Sabalenka, qui pourrait sceller sa domination sur le Grand Chelem américain."
Sport,Le Monde - Sport,Slavia Prague-Lens : le résumé de la victoire renversante des Sang et Or pour leur entrée en lice en Ligue des champions,"Thu, 10 Sep 2026 23:54:01 +0200",https://www.lemonde.fr/sport/article/2026/09/10/slavia-prague-lens-le-resume-de-la-victoire-renversante-des-sang-et-or-pour-leur-entree-en-lice-en-ligue-des-champions_6770180_3242.html,True,Le RC Lens a réalisé un exploit remarquable en s'imposant face au Slavia Prague lors de sa première rencontre en Ligue des champions. Cette victoire d'envergure illustre la montée en puissance du club artésien sur la scène européenne et confirme sa capacité à rivaliser avec les plus grands cénacles continentaux.
Sport,Le Monde - Sport,"Philippe Diallo, sur le retrait du soutien de la FFF à Gianni Infantino : « Il est devenu un facteur de division et a nui gravement à l’image du football »","Thu, 10 Sep 2026 19:39:11 +0200",https://www.lemonde.fr/sport/article/2026/09/10/philippe-diallo-sur-le-retrait-du-soutien-de-la-fff-a-gianni-infantino-il-est-devenu-un-facteur-de-division-et-a-nui-gravement-a-l-image-du-football_6769975_3242.html,True,"Philippe Diallo, président de la Fédération française de football, justifie le retrait du soutien de la FFF à Gianni Infantino, le président de la FIFA. Cette décision intervient dans un contexte de tensions croissantes au sein de l'instance mondiale du football, marqué par des divergences de gouvernance et de vision stratégique."
Sport,Le Monde - Sport,"FIFA : la FFF acte sa rupture avec Infantino, candidat à sa réélection","Thu, 10 Sep 2026 19:18:05 +0200",https://www.lemonde.fr/videos/video/2026/09/10/fifa-la-fff-acte-sa-rupture-avec-infantino-candidat-a-sa-reelection_6769973_1669088.html,True,"La Fédération française de football marque une rupture avec Gianni Infantino, le président sortant de la FIFA qui brigue un nouveau mandat. Cette prise de position de la FFF, instance majeure du football mondial, intervient dans un contexte de tensions récurrentes autour de la gouvernance de l'instance internationale et des orientations sportives et politiques du football mondial."
Sport,Le Monde - Sport,"EN DIRECT, Slavia Prague-Lens : les Sang et Or remportent leur premier match de la saison en Ligue des champions au terme d’un match épique","Thu, 10 Sep 2026 19:00:07 +0200",https://www.lemonde.fr/sport/live/2026/09/10/en-direct-slavia-prague-lens-suivez-la-premiere-journee-de-ligue-des-champions_6769966_3242.html,True,"Le RC Lens a remporté une victoire capitale face au Slavia Prague lors de sa première rencontre de Ligue des champions de la saison. Cette performance offre un départ prometteur aux Sang et Or dans la plus prestigieuse compétition continentale, après un match disputé et spectaculaire."
Sport,Le Monde - Sport,Basket : la France se qualifie pour la première demi-finale de son histoire en Coupe du monde féminine,"Thu, 10 Sep 2026 18:07:08 +0200",https://www.lemonde.fr/sport/article/2026/09/10/la-france-se-qualifie-pour-la-premiere-demi-finale-de-son-histoire-en-coupe-du-monde-feminine-de-basket_6769922_3242.html,True,La France atteint une étape historique en se qualifiant pour la première demi-finale de son histoire à la Coupe du monde féminine de basket. Cette performance marque un tournant majeur pour le programme français et souligne la progression continue du basket féminin au niveau international. L'équipe tricolore poursuit ainsi son ambition d'aller chercher les plus hautes distinctions.
Sport,Le Monde - Sport,Edgar Grospiron quitte le comité d’organisation des JO 2030 dans les Alpes : récit d’une chute après dix mois de crise,"Thu, 10 Sep 2026 17:38:55 +0200",https://www.lemonde.fr/sport/article/2026/09/10/edgar-grospiron-quitte-le-comite-d-organisation-des-alpes-2030-recit-d-une-chute-apres-dix-mois-de-crise_6769884_3242.html,True,"Edgar Grospiron a démissionné de sa position au sein du comité d'organisation des Jeux olympiques d'hiver 2030 dans les Alpes, mettant fin à dix mois de turbulences au sein de la gouvernance du projet. Cette succession de crises soulève des questions sur la stabilité institutionnelle d'un événement majeur et ses enjeux politiques et organisationnels en France."
Sport,Le Monde - Sport,"La FFF retire son soutien à Gianni Infantino, le président fragilisé de la FIFA","Thu, 10 Sep 2026 11:29:01 +0200",https://www.lemonde.fr/sport/article/2026/09/10/la-federation-francaise-de-football-retire-son-soutien-a-gianni-infantino-le-president-fragilise-de-la-fifa_6769724_3242.html,True,"La Fédération française de football retire son soutien à Gianni Infantino, affaiblissant la position du président de la FIFA face aux contestations internationales. Ce revirement des instances françaises intervient dans un contexte de crise majeure au sein de l'organisation mondiale du football, où le leader italien accumule les critiques sur sa gestion et ses orientations stratégiques."
Sport,Le Monde - Sport,"PSG - Slovan Bratislava : porté par un duo Dembélé-Torres de gala, Paris démarre en fanfare sa campagne européenne","Thu, 10 Sep 2026 02:24:04 +0200",https://www.lemonde.fr/football/article/2026/09/10/psg-slovan-bratislava-porte-par-un-duo-dembele-torres-de-gala-paris-demarre-en-fanfare-sa-campagne-europeenne_6769129_1616938.html,True,"Le Paris Saint-Germain a largement dominé le Slovan Bratislava en Ligue des champions, s'appuyant sur un duo offensif Dembélé-Torres particulièrement en forme. Cette victoire inaugure de façon convaincante la campagne européenne parisienne. Le club de la capitale confirme ses ambitions continentales dès sa première sortie."
Sport,Le Monde - Sport,PSG-Slovan Bratislava : le résumé du large succès des Parisiens pour leur entrée en lice en Ligue des champions,"Wed, 09 Sep 2026 23:42:11 +0200",https://www.lemonde.fr/sport/article/2026/09/09/psg-slovan-bratislava-le-resume-du-large-succes-des-parisiens-pour-leur-entree-en-lice-en-ligue-des-champions_6769030_3242.html,True,Le Paris Saint-Germain a débuté sa campagne de Ligue des champions par une victoire convaincante face au Slovan Bratislava. Cette performance offensive marque un retour en force du club parisien dans la plus prestigieuse compétition européenne et offre des signaux positifs avant les défis à venir.
Sport,Le Monde - Sport,PSG-Slovan Bratislava : les champions d’Europe surclassent les Slovaques et se rassurent pour leur reprise en Ligue des champions,"Wed, 09 Sep 2026 19:00:07 +0200",https://www.lemonde.fr/sport/live/2026/09/09/en-direct-psg-slovan-bratislava-suivez-la-premiere-journee-de-ligue-des-champions_6768946_3242.html,True,"Le PSG a dominé le Slovan Bratislava lors de leur rencontre de Ligue des champions, confirmant sa capacité à performer sur la scène européenne. Cette victoire rassurante intervient au moment de la reprise de la compétition continentale et démontre l'état de forme du champion français."
Sport,Le Monde - Sport,"Blandine L’Hirondel, vainqueure de l’UTMB : « Je suis une femme ordinaire qui fait des choses un peu hors norme »","Wed, 09 Sep 2026 17:54:11 +0200",https://www.lemonde.fr/sport/article/2026/09/09/blandine-l-hirondel-vainqueure-de-l-utmb-je-suis-une-femme-ordinaire-qui-fait-des-choses-un-peu-hors-norme_6768933_3242.html,True,"Blandine L'Hirondel remporte l'Ultra-Trail du Mont-Blanc, l'une des plus prestigieuses courses d'endurance au monde. La vainqueure revient sur son exploit en soulignant l'écart entre son profil ordinaire et l'accomplissement extraordinaire que représente cette victoire dans un sport exigeant où peu d'athlètes accèdent au podium."
